State,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,GrAppv,NAICS_Sector,State_Points,NAICS_Sector_Points,Log_GrAppv,Guarantee_Ratio,Term_Years,IsCreateJob,IsRetained,IsFranchise,LowDoc_Binary,NewExist_Clean
NE,445299,120,3,2.0,1,3,0,2,N,N,90000.0,44,5,2,11.407576060361786,0.85,10,1.0,1.0,0.0,0.0,2.0
KY,722110,240,5,1.0,0,0,0,1,,N,132000.0,72,2,3,11.790564777297387,1.0,20,0.0,0.0,0.0,0.0,1.0
UT,541110,24,12,1.0,20,12,0,1,Y,N,150000.0,54,2,4,11.918397239722838,0.5,2,1.0,1.0,0.0,0.0,1.0
CA,424990,300,2,1.0,0,2,0,1,N,N,528000.0,42,2,3,13.176853456625999,0.75,25,0.0,1.0,0.0,0.0,1.0
MI,238990,36,14,1.0,3,14,0,1,N,N,18000.0,23,1,2,9.798182590890704,0.5,3,1.0,1.0,0.0,0.0,1.0
OH,722330,84,0,1.0,0,0,0,1,N,N,21800.0,72,3,3,9.989711119284745,0.5,7,0.0,0.0,0.0,0.0,1.0
NJ,541618,46,2,2.0,3,3,0,1,Y,,25000.0,54,1,4,10.12667110305036,0.85,3,1.0,1.0,0.0,,2.0
TX,621330,84,8,1.0,1,8,0,1,Y,N,40000.0,62,2,5,10.596659732783579,0.5,7,1.0,1.0,0.0,0.0,1.0
KY,531120,36,3,2.0,3,1,0,2,N,N,16100.0,53,2,1,9.686636660844938,0.85,3,1.0,1.0,0.0,0.0,2.0
NY,624410,84,28,1.0,20,28,0,1,Y,N,100000.0,62,1,5,11.51293546492023,0.5,7,1.0,1.0,0.0,0.0,1.0
MO,238160,120,4,1.0,2,0,0,1,N,N,70000.0,23,3,2,11.156264806643742,0.85,10,1.0,0.0,0.0,0.0,1.0
MS,112320,60,2,1.0,0,2,0,2,N,N,14200.0,11,3,5,9.561067663645012,0.85,5,0.0,1.0,0.0,0.0,1.0
NC,561311,12,3,1.0,2,3,0,1,Y,N,25000.0,56,2,2,10.12667110305036,0.5,1,1.0,1.0,0.0,0.0,1.0
MO,238160,50,4,1.0,2,0,0,1,Y,N,20000.0,23,3,2,9.90353755128617,0.5,4,1.0,0.0,0.0,0.0,1.0
TX,531120,300,17,1.0,0,17,0,1,N,N,324800.0,53,2,1,12.690967966082654,0.75,25,0.0,1.0,0.0,0.0,1.0
NY,811111,60,2,1.0,1,1,0,1,N,N,30000.0,81,1,3,10.308985993422082,0.5,5,1.0,1.0,0.0,0.0,1.0
CO,541990,84,63,1.0,10,73,0,1,Y,N,500000.0,54,2,4,13.122365377402328,0.5,7,1.0,1.0,0.0,0.0,1.0
MI,326199,192,115,1.0,0,0,0,1,N,N,3880000.0,32,1,4,15.171345969331382,0.75,16,0.0,0.0,0.0,0.0,1.0
TX,561920,12,95,1.0,5,95,0,1,Y,N,1000000.0,56,2,2,13.815511557963774,0.5,1,1.0,1.0,0.0,0.0,1.0
CA,115210,58,1,2.0,3,1,0,1,N,N,25000.0,11,2,5,10.12667110305036,0.85,4,1.0,1.0,0.0,0.0,2.0
NH,238110,120,9,1.0,8,6,0,2,N,,100000.0,23,5,2,11.51293546492023,0.85,10,1.0,1.0,0.0,,1.0
IL,484121,84,6,1.0,0,6,0,1,Y,N,50000.0,48,1,1,10.819798284210286,0.5,7,0.0,1.0,0.0,0.0,1.0
MD,621320,84,1,2.0,1,1,0,1,N,N,25000.0,62,2,5,10.12667110305036,0.85,7,1.0,1.0,0.0,0.0,2.0
OH,448150,84,15,1.0,2,15,0,1,Y,N,75000.0,44,3,2,11.225256725762893,0.5,7,1.0,1.0,0.0,0.0,1.0
SD,451110,84,1,2.0,0,1,0,1,N,N,43500.0,45,5,2,10.680539205318292,0.85,7,0.0,1.0,0.0,0.0,2.0
NY,336350,12,9,1.0,4,9,0,1,N,N,500000.0,33,1,4,13.122365377402328,0.75,1,1.0,1.0,0.0,0.0,1.0
CO,524210,84,1,2.0,3,1,3500,1,N,N,50000.0,52,2,1,10.819798284210286,0.85,7,1.0,1.0,1.0,0.0,2.0
WI,541310,84,6,1.0,0,6,0,1,Y,,25000.0,54,4,4,10.12667110305036,0.85,7,0.0,1.0,0.0,,1.0
TX,238990,36,2,2.0,0,2,0,1,N,N,6500.0,23,2,2,8.77971129020447,0.5,3,0.0,1.0,0.0,0.0,2.0
TX,446191,93,0,2.0,20,0,0,1,N,N,550000.0,44,2,2,13.217675375388819,0.75,7,1.0,0.0,0.0,0.0,2.0
OH,484110,36,2,1.0,1,3,0,1,N,N,36300.0,48,3,1,10.499600568082863,0.5,3,1.0,1.0,0.0,0.0,1.0
MI,326199,84,115,1.0,0,0,0,1,Y,,500000.0,32,1,4,13.122365377402328,0.75,7,0.0,0.0,0.0,,1.0
KS,238120,54,4,2.0,1,4,0,2,Y,N,50000.0,23,4,2,10.819798284210286,0.5,4,1.0,1.0,0.0,0.0,2.0
OH,423510,84,12,1.0,4,12,0,2,Y,N,300000.0,42,3,3,12.611541086966115,0.5,7,1.0,1.0,0.0,0.0,1.0
CA,541940,132,9,2.0,0,9,0,1,N,N,525000.0,54,2,4,13.171155446333852,0.75,11,0.0,1.0,0.0,0.0,2.0
PA,621340,84,4,1.0,2,6,0,2,N,N,700000.0,62,4,5,13.45883704259595,0.75,7,1.0,1.0,0.0,0.0,1.0
CA,424330,300,20,2.0,0,0,0,1,N,N,2925000.0,42,2,3,14.888805380528378,0.75,25,0.0,0.0,0.0,0.0,2.0
DE,423320,24,15,1.0,0,15,0,1,N,N,50000.0,42,3,3,10.819798284210286,0.5,2,0.0,1.0,0.0,0.0,1.0
PA,561720,84,14,1.0,2,14,0,1,N,N,50000.0,56,4,2,10.819798284210286,0.5,7,1.0,1.0,0.0,0.0,1.0
NC,236210,84,2,2.0,3,2,0,1,Y,N,50000.0,23,2,2,10.819798284210286,0.5,7,1.0,1.0,0.0,0.0,2.0
MS,713940,84,0,2.0,15,0,0,1,N,N,50000.0,71,3,3,10.819798284210286,0.85,7,1.0,0.0,0.0,0.0,2.0
MS,112310,110,2,1.0,0,2,0,2,N,N,39000.0,11,3,5,10.571342565808699,0.85,9,0.0,1.0,0.0,0.0,1.0
OH,454390,84,5,2.0,2,5,0,1,Y,N,10000.0,45,3,2,9.210440366976517,0.5,7,1.0,1.0,0.0,0.0,2.0
CA,519190,84,0,2.0,10,3,0,1,Y,N,25000.0,51,2,1,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,2.0
CA,722213,96,0,2.0,10,0,0,2,N,N,283000.0,72,2,3,12.553205710188037,0.75,8,1.0,0.0,0.0,0.0,2.0
CA,485310,84,2,1.0,2,2,0,1,N,N,50000.0,48,2,1,10.819798284210286,0.85,7,1.0,1.0,0.0,0.0,1.0
MO,238990,36,1,1.0,0,1,0,1,N,N,15000.0,23,3,2,9.61587214452889,0.5,3,0.0,1.0,0.0,0.0,1.0
IL,238990,68,0,1.0,0,0,0,1,Y,N,200000.0,23,1,2,12.206077645517674,0.5,5,0.0,0.0,0.0,0.0,1.0
ID,722110,72,20,1.0,0,0,0,1,Y,N,15000.0,72,4,3,9.61587214452889,0.5,6,0.0,0.0,0.0,0.0,1.0
PA,722110,18,50,2.0,0,50,0,1,N,N,165000.0,72,4,3,12.013706813470414,0.5,1,0.0,1.0,0.0,0.0,2.0
UT,541990,24,13,1.0,0,13,0,2,Y,N,100000.0,54,2,4,11.51293546492023,0.5,2,0.0,1.0,0.0,0.0,1.0
KY,423930,48,1,2.0,3,4,0,1,N,N,23100.0,42,2,3,10.047631185616188,0.5,4,1.0,1.0,0.0,0.0,2.0
NM,722213,61,1,2.0,3,3,0,1,Y,N,20000.0,72,5,3,9.90353755128617,0.5,5,1.0,1.0,0.0,0.0,2.0
KY,333132,13,4,2.0,2,1,0,2,Y,N,100000.0,33,2,4,11.51293546492023,0.85,1,1.0,1.0,0.0,0.0,2.0
CA,722110,300,10,2.0,0,10,0,1,N,N,1125000.0,72,2,3,13.933294482509151,0.75,25,0.0,1.0,0.0,0.0,2.0
OH,238990,120,4,1.0,0,4,0,2,N,N,90000.0,23,3,2,11.407576060361786,0.8,10,0.0,1.0,0.0,0.0,1.0
WI,812990,22,1,1.0,0,1,0,2,N,N,197700.0,81,4,3,12.194511067314858,0.75,1,0.0,1.0,0.0,0.0,1.0
OH,238990,60,4,1.0,0,4,0,2,Y,N,50000.0,23,3,2,10.819798284210286,0.8,5,0.0,1.0,0.0,0.0,1.0
LA,524210,84,2,1.0,1,2,0,1,N,N,34500.0,52,2,1,10.448743588106625,0.5,7,1.0,1.0,0.0,0.0,1.0
TX,448150,12,3,1.0,60,3,0,1,Y,N,200000.0,44,2,2,12.206077645517674,0.5,1,1.0,1.0,0.0,0.0,1.0
LA,238190,84,1,2.0,1,1,0,1,N,N,25000.0,23,2,2,10.12667110305036,0.85,7,1.0,1.0,0.0,0.0,2.0
LA,524210,84,2,1.0,1,2,0,1,Y,N,25000.0,52,2,1,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,1.0
IL,238220,84,10,1.0,1,0,0,1,N,N,305000.0,23,1,2,12.628070334272698,0.5,7,1.0,0.0,0.0,0.0,1.0
NC,424440,12,3,1.0,0,3,0,1,Y,N,1500000.0,42,2,3,14.220976332738882,0.9,1,0.0,1.0,0.0,0.0,1.0
MD,541990,72,9,1.0,1,8,0,1,Y,N,25000.0,54,2,4,10.12667110305036,0.5,6,1.0,1.0,0.0,0.0,1.0
MN,811111,84,1,2.0,5,1,0,1,N,N,337500.0,81,4,3,12.729323752253295,0.75,7,1.0,1.0,0.0,0.0,2.0
CA,441110,12,3,1.0,0,3,0,1,T,N,2000000.0,44,2,2,14.508658238524095,0.9,1,0.0,1.0,0.0,0.0,1.0
MN,524210,60,6,1.0,0,6,0,2,N,N,397700.0,52,4,1,12.893455745650755,0.75,5,0.0,1.0,0.0,0.0,1.0
NC,812199,120,9,2.0,0,9,0,1,N,N,287500.0,81,2,3,12.568981617474362,0.75,10,0.0,1.0,0.0,0.0,2.0
FL,484210,84,15,1.0,0,15,0,1,Y,N,200000.0,48,1,1,12.206077645517674,0.5,7,0.0,1.0,0.0,0.0,1.0
KS,453998,90,1,2.0,3,1,0,1,N,N,130000.0,45,4,2,11.775297421715827,0.85,7,1.0,1.0,0.0,0.0,2.0
WA,722110,96,25,1.0,0,25,0,1,N,N,150000.0,72,4,3,11.918397239722838,0.85,8,0.0,1.0,0.0,0.0,1.0
CT,722211,120,2,2.0,24,2,30215,2,N,N,300000.0,72,4,3,12.611541086966115,0.75,10,1.0,1.0,1.0,0.0,2.0
FL,238330,84,2,1.0,1,0,0,1,Y,N,50000.0,23,1,2,10.819798284210286,0.5,7,1.0,0.0,0.0,0.0,1.0
CA,722110,94,0,2.0,30,0,0,1,N,N,500000.0,72,2,3,13.122365377402328,0.75,7,1.0,0.0,0.0,0.0,2.0
WI,425120,84,1,1.0,0,1,0,1,Y,N,25000.0,42,4,3,10.12667110305036,0.5,7,0.0,1.0,0.0,0.0,1.0
SD,484220,24,5,1.0,5,5,0,2,N,N,119200.0,48,5,1,11.688566422839942,0.5,2,1.0,1.0,0.0,0.0,1.0
TX,722211,84,0,2.0,10,10,0,1,Y,N,25000.0,72,2,3,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,2.0
TN,453910,120,9,1.0,2,9,0,1,N,S,15000.0,45,1,2,9.61587214452889,0.85,10,1.0,1.0,0.0,,1.0
OR,445120,300,2,1.0,0,2,0,1,N,N,337000.0,44,3,2,12.727841176689147,0.75,25,0.0,1.0,0.0,0.0,1.0
OR,445120,120,2,1.0,0,2,0,1,N,N,176000.0,44,3,2,12.07824495582233,0.75,10,0.0,1.0,0.0,0.0,1.0
NY,561730,84,2,1.0,0,2,0,1,Y,N,20000.0,56,1,2,9.90353755128617,0.5,7,0.0,1.0,0.0,0.0,1.0
OH,517210,60,3,1.0,0,0,0,1,Y,N,10000.0,51,3,1,9.210440366976517,0.5,5,0.0,0.0,0.0,0.0,1.0
MN,541511,84,1,2.0,0,1,0,1,Y,N,25000.0,54,4,4,10.12667110305036,0.85,7,0.0,1.0,0.0,0.0,2.0
UT,423210,84,1,2.0,0,1,0,1,N,N,40000.0,42,2,3,10.596659732783579,0.85,7,0.0,1.0,0.0,0.0,2.0
OH,811118,36,1,1.0,0,0,0,1,N,N,9900.0,81,3,3,9.200391041122515,0.5,3,0.0,0.0,0.0,0.0,1.0
SD,484220,48,5,1.0,5,5,0,2,N,N,66000.0,48,5,1,11.097425172408931,0.5,4,1.0,1.0,0.0,0.0,1.0
CO,541613,89,1,2.0,10,1,0,1,N,N,10000.0,54,2,4,9.210440366976517,0.85,7,1.0,1.0,0.0,0.0,2.0
CA,339113,120,110,1.0,10,110,0,1,N,N,1000000.0,33,2,4,13.815511557963774,0.75,10,1.0,1.0,0.0,0.0,1.0
UT,323113,60,12,2.0,2,12,0,1,Y,N,25000.0,32,2,4,10.12667110305036,0.5,5,1.0,1.0,0.0,0.0,2.0
CA,451110,84,3,1.0,0,3,0,1,N,N,75000.0,45,2,2,11.225256725762893,0.85,7,0.0,1.0,0.0,0.0,1.0
CA,621610,240,5,1.0,0,5,0,1,N,N,281000.0,62,2,5,12.546113507028412,0.75,20,0.0,1.0,0.0,0.0,1.0
CA,541110,300,1,1.0,0,1,0,1,N,N,1250000.0,54,2,4,14.038654909278163,0.75,25,0.0,1.0,0.0,0.0,1.0
WA,445110,84,1,1.0,0,1,0,1,N,N,150000.0,44,4,2,11.918397239722838,0.85,7,0.0,1.0,0.0,0.0,1.0
CA,722211,180,100,1.0,0,100,0,1,N,N,634400.0,72,2,3,13.360436525594093,0.75,15,0.0,1.0,0.0,0.0,1.0
CA,722211,120,100,1.0,0,100,0,1,N,N,112000.0,72,2,3,11.626263078808801,0.85,10,0.0,1.0,0.0,0.0,1.0
MN,611620,120,1,2.0,0,1,0,1,N,N,5000.0,61,4,1,8.517393171418904,0.85,10,0.0,1.0,0.0,0.0,2.0
CA,541511,84,3,1.0,3,3,0,1,Y,N,120000.0,54,2,4,11.695255355062795,0.5,7,1.0,1.0,0.0,0.0,1.0
CA,541310,84,45,1.0,0,45,0,1,N,N,146000.0,54,2,4,11.891368749982085,0.5,7,0.0,1.0,0.0,0.0,1.0
CA,541310,84,45,1.0,0,45,0,1,Y,N,654000.0,54,2,4,13.390864159490155,0.5,7,0.0,1.0,0.0,0.0,1.0
MD,517919,84,8,1.0,0,8,0,1,Y,N,50000.0,51,2,1,10.819798284210286,0.5,7,0.0,1.0,0.0,0.0,1.0
IL,444130,84,14,1.0,0,14,0,1,N,N,330500.0,44,1,2,12.70836496398791,0.5,7,0.0,1.0,0.0,0.0,1.0
OH,453110,84,5,1.0,0,0,0,1,Y,N,50000.0,45,3,2,10.819798284210286,0.5,7,0.0,0.0,0.0,0.0,1.0
NC,621111,90,2,2.0,2,2,0,1,N,N,295000.0,62,2,5,12.59473402514672,0.5,7,1.0,1.0,0.0,0.0,2.0
FL,443112,84,150,1.0,100,150,0,1,N,N,124200.0,44,1,2,11.729656499978892,0.5,7,1.0,1.0,0.0,0.0,1.0
WI,326199,60,6,1.0,3,6,0,1,N,N,400000.0,32,4,4,12.899222326086994,0.75,5,1.0,1.0,0.0,0.0,1.0
ID,621210,120,6,1.0,1,6,0,1,N,N,761000.0,62,4,5,13.542389950903406,0.75,10,1.0,1.0,0.0,0.0,1.0
MS,112320,84,2,1.0,0,2,0,2,N,N,37000.0,11,3,5,10.518700218288165,0.85,7,0.0,1.0,0.0,0.0,1.0
OH,236118,84,1,1.0,0,0,0,1,Y,N,20000.0,23,3,2,9.90353755128617,0.5,7,0.0,0.0,0.0,0.0,1.0
NY,621910,84,5,1.0,0,5,0,1,Y,N,250000.0,62,1,5,12.429220196836383,0.5,7,0.0,1.0,0.0,0.0,1.0
PA,722110,120,1,2.0,4,0,0,1,N,N,144000.0,72,4,3,11.87757552297847,0.85,10,1.0,0.0,0.0,0.0,2.0
SC,722211,36,18,1.0,0,18,0,1,N,N,51600.0,72,1,3,10.851296331126829,0.5,3,0.0,1.0,0.0,0.0,1.0
AL,111150,60,2,1.0,1,3,0,2,Y,N,80000.0,11,3,5,11.289794413577894,0.5,5,1.0,1.0,0.0,0.0,1.0
MN,332812,36,43,1.0,0,43,0,2,N,N,38000.0,33,4,4,10.545367754151743,0.85,3,0.0,1.0,0.0,0.0,1.0
MD,541519,120,2,1.0,2,2,0,1,N,N,15000.0,54,2,4,9.61587214452889,0.85,10,1.0,1.0,0.0,0.0,1.0
MI,621340,84,2,2.0,1,0,0,1,Y,N,15000.0,62,1,5,9.61587214452889,0.5,7,1.0,0.0,0.0,0.0,2.0
PA,541511,120,25,1.0,5,0,0,1,N,N,300000.0,54,4,4,12.611541086966115,0.75,10,1.0,0.0,0.0,0.0,1.0
NC,238910,63,10,1.0,2,12,0,1,N,N,25000.0,23,2,2,10.12667110305036,0.85,5,1.0,1.0,0.0,0.0,1.0
MT,237110,84,4,2.0,4,4,0,2,N,N,150000.0,23,5,2,11.918397239722838,0.5,7,1.0,1.0,0.0,0.0,2.0
MI,111422,12,12,1.0,0,12,0,2,Y,N,200000.0,11,1,5,12.206077645517674,0.5,1,0.0,1.0,0.0,0.0,1.0
CT,332420,84,5,1.0,1,5,0,1,Y,N,500000.0,33,4,4,13.122365377402328,0.5,7,1.0,1.0,0.0,0.0,1.0
UT,722110,36,30,1.0,10,30,0,1,Y,N,49000.0,72,2,3,10.799595985047786,0.5,3,1.0,1.0,0.0,0.0,1.0
CA,236220,12,13,1.0,0,13,0,2,Y,N,150000.0,23,2,2,11.918397239722838,0.5,1,0.0,1.0,0.0,0.0,1.0
WA,311999,84,38,1.0,6,38,0,1,Y,N,350000.0,31,4,3,12.765691290604371,0.5,7,1.0,1.0,0.0,0.0,1.0
TX,236115,12,1,2.0,0,1,0,1,Y,N,400000.0,23,2,2,12.899222326086994,0.5,1,0.0,1.0,0.0,0.0,2.0
IL,445291,240,4,2.0,4,4,0,2,N,N,140000.0,44,1,2,11.849404844423074,0.85,20,1.0,1.0,0.0,0.0,2.0
AL,713940,84,0,2.0,4,0,4516,1,N,S,50000.0,71,3,3,10.819798284210286,0.85,7,1.0,0.0,1.0,,2.0
NV,238390,67,1,1.0,0,1,0,1,Y,N,25000.0,23,1,2,10.12667110305036,0.5,5,0.0,1.0,0.0,0.0,1.0
TX,541511,60,1,2.0,2,3,0,1,N,N,50000.0,54,2,4,10.819798284210286,0.5,5,1.0,1.0,0.0,0.0,2.0
TX,561720,70,3,1.0,5,3,0,1,N,N,20000.0,56,2,2,9.90353755128617,0.85,5,1.0,1.0,0.0,0.0,1.0
TX,561499,84,5,1.0,0,5,0,1,Y,N,135000.0,56,2,2,11.813037464800539,0.5,7,0.0,1.0,0.0,0.0,1.0
FL,812310,60,1,1.0,3,1,0,1,N,N,180000.0,81,1,3,12.100717685412471,0.5,5,1.0,1.0,0.0,0.0,1.0
KS,453910,120,1,2.0,1,1,0,1,N,S,5000.0,45,4,2,8.517393171418904,0.85,10,1.0,1.0,0.0,,2.0
AL,722110,24,2,2.0,5,2,0,2,N,N,21000.0,72,3,3,9.952325334619427,0.5,2,1.0,1.0,0.0,0.0,2.0
WA,115210,84,2,1.0,0,2,0,1,Y,N,20000.0,11,4,5,9.90353755128617,0.5,7,0.0,1.0,0.0,0.0,1.0
FL,621399,84,1,2.0,3,1,0,1,N,N,15000.0,62,1,5,9.61587214452889,0.85,7,1.0,1.0,0.0,0.0,2.0
PA,811192,240,3,1.0,0,3,0,1,N,N,250000.0,81,4,3,12.429220196836383,0.5,20,0.0,1.0,0.0,0.0,1.0
DE,532291,84,1,2.0,2,1,0,1,Y,N,65000.0,53,3,1,11.082157933374816,0.5,7,1.0,1.0,0.0,0.0,2.0
ND,621111,180,45,1.0,0,45,0,1,N,N,500000.0,62,5,5,13.122365377402328,0.5,15,0.0,1.0,0.0,0.0,1.0
PA,323118,84,0,2.0,0,0,0,1,Y,N,50000.0,32,4,4,10.819798284210286,0.5,7,0.0,0.0,0.0,0.0,2.0
CA,424340,120,30,1.0,0,30,0,1,N,N,2190000.0,42,2,3,14.599412558413583,0.75,10,0.0,1.0,0.0,0.0,1.0
PA,811198,48,5,1.0,1,6,0,1,N,N,100000.0,81,4,3,11.51293546492023,0.5,4,1.0,1.0,0.0,0.0,1.0
OR,238320,84,1,1.0,0,1,0,1,Y,N,25000.0,23,3,2,10.12667110305036,0.5,7,0.0,1.0,0.0,0.0,1.0
PA,722213,60,1,1.0,6,6,0,1,N,N,50000.0,72,4,3,10.819798284210286,0.5,5,1.0,1.0,0.0,0.0,1.0
NY,424490,144,1,2.0,7,1,0,1,N,N,297000.0,42,1,3,12.601490784782536,0.75,12,1.0,1.0,0.0,0.0,2.0
RI,722110,84,42,1.0,0,42,0,2,Y,N,30000.0,72,5,3,10.308985993422082,0.5,7,0.0,1.0,0.0,0.0,1.0
NY,448140,84,9,1.0,0,0,0,1,Y,N,50000.0,44,1,2,10.819798284210286,0.5,7,0.0,0.0,0.0,0.0,1.0
NY,561710,84,48,1.0,0,48,0,1,Y,N,350000.0,56,1,2,12.765691290604371,0.5,7,0.0,1.0,0.0,0.0,1.0
NY,236115,84,4,1.0,0,4,0,1,Y,N,50000.0,23,1,2,10.819798284210286,0.5,7,0.0,1.0,0.0,0.0,1.0
UT,812112,48,16,1.0,0,16,19755,2,N,N,46463.0,81,2,3,10.746433098184468,0.4999892387491122,4,0.0,1.0,1.0,0.0,1.0
NY,812310,128,2,2.0,3,5,0,1,N,N,60000.0,81,1,3,11.002116507732017,0.75,10,1.0,1.0,0.0,0.0,2.0
OH,484121,60,1,1.0,0,0,0,1,N,N,55600.0,48,3,1,10.925956465688445,0.5,5,0.0,0.0,0.0,0.0,1.0
MA,541611,60,3,1.0,2,1,0,1,Y,N,45000.0,54,4,4,10.714439990727769,0.5,5,1.0,1.0,0.0,0.0,1.0
GA,711510,58,1,2.0,0,1,0,1,N,N,25000.0,71,1,3,10.12667110305036,0.85,4,0.0,1.0,0.0,0.0,2.0
IA,238910,36,32,1.0,0,32,0,2,N,N,205000.0,23,5,2,12.230770136157428,0.5,3,0.0,1.0,0.0,0.0,1.0
NC,484121,58,1,1.0,2,3,0,1,N,,50000.0,48,2,1,10.819798284210286,0.85,4,1.0,1.0,0.0,,1.0
WI,541810,12,9,1.0,0,9,0,1,Y,N,75000.0,54,4,4,11.225256725762893,0.5,1,0.0,1.0,0.0,0.0,1.0
OH,333999,84,30,1.0,4,10,0,1,Y,N,900000.0,33,3,4,13.710151153416941,0.5,7,1.0,1.0,0.0,0.0,1.0
OK,423690,84,5,1.0,2,5,0,1,Y,N,100000.0,42,3,3,11.51293546492023,0.5,7,1.0,1.0,0.0,0.0,1.0
FL,517911,120,2,2.0,0,2,0,1,N,,15000.0,51,1,1,9.61587214452889,0.85,10,0.0,1.0,0.0,,2.0
LA,221310,84,1,2.0,2,3,0,2,N,N,50000.0,22,2,4,10.819798284210286,0.85,7,1.0,1.0,0.0,0.0,2.0
OH,444190,84,0,1.0,0,0,0,1,Y,N,100000.0,44,3,2,11.51293546492023,0.5,7,0.0,0.0,0.0,0.0,1.0
GA,541618,75,6,2.0,6,6,0,1,N,N,25000.0,54,1,4,10.12667110305036,0.85,6,1.0,1.0,0.0,0.0,2.0
DE,448120,77,1,2.0,3,1,0,1,N,S,25000.0,44,3,2,10.12667110305036,0.85,6,1.0,1.0,0.0,,2.0
NY,722110,84,2,1.0,0,2,0,2,Y,N,25000.0,72,1,3,10.12667110305036,0.5,7,0.0,1.0,0.0,0.0,1.0
CA,541620,84,20,1.0,0,0,0,1,Y,N,200000.0,54,2,4,12.206077645517674,0.5,7,0.0,0.0,0.0,0.0,1.0
IN,484121,48,1,1.0,1,1,0,1,N,N,22000.0,48,2,1,9.99884318585288,0.5,4,1.0,1.0,0.0,0.0,1.0
FL,445110,120,4,1.0,1,5,0,1,N,N,515000.0,44,1,2,13.151924121391561,0.75,10,1.0,1.0,0.0,0.0,1.0
AZ,541310,84,6,1.0,0,6,0,1,Y,N,100000.0,54,1,4,11.51293546492023,0.5,7,0.0,1.0,0.0,0.0,1.0
MN,238910,25,10,1.0,1,9,0,2,Y,N,80000.0,23,4,2,11.289794413577894,0.5,2,1.0,1.0,0.0,0.0,1.0
OH,424510,36,1,1.0,0,0,0,1,N,N,4800.0,42,3,3,8.476579508530941,0.5,3,0.0,0.0,0.0,0.0,1.0
UT,561730,84,2,2.0,0,2,0,1,Y,N,10000.0,56,2,2,9.210440366976517,0.5,7,0.0,1.0,0.0,0.0,2.0
CA,441310,84,7,1.0,0,7,0,1,Y,N,15000.0,44,2,2,9.61587214452889,0.5,7,0.0,1.0,0.0,0.0,1.0
ND,313222,87,6,1.0,6,6,0,1,N,N,26000.0,31,5,3,10.165890277802454,0.85,7,1.0,1.0,0.0,0.0,1.0
MS,112310,48,2,1.0,0,2,0,2,N,N,42900.0,11,3,5,10.666650414667744,0.85,4,0.0,1.0,0.0,0.0,1.0
TX,541380,84,2,2.0,6,8,0,1,N,N,50000.0,54,2,4,10.819798284210286,0.85,7,1.0,1.0,0.0,0.0,2.0
MS,112320,180,2,1.0,0,2,0,2,N,N,70700.0,11,3,5,11.166214996056205,0.85,15,0.0,1.0,0.0,0.0,1.0
UT,621111,84,5,2.0,5,1,0,1,N,N,250000.0,62,2,5,12.429220196836383,0.75,7,1.0,1.0,0.0,0.0,2.0
NJ,424990,84,9,1.0,2,11,0,1,Y,N,600000.0,42,1,3,13.304686600863562,0.5,7,1.0,1.0,0.0,0.0,1.0
OH,323119,60,1,1.0,0,0,0,1,N,N,10100.0,32,3,4,9.220389707829185,0.5,5,0.0,0.0,0.0,0.0,1.0
ME,446110,120,1,2.0,3,1,0,1,N,N,100000.0,44,5,2,11.51293546492023,0.85,10,1.0,1.0,0.0,0.0,2.0
TN,812910,84,1,2.0,3,1,0,1,N,,50000.0,81,1,3,10.819798284210286,0.85,7,1.0,1.0,0.0,,2.0
UT,722211,84,23,1.0,0,23,0,1,Y,N,30000.0,72,2,3,10.308985993422082,0.5,7,0.0,1.0,0.0,0.0,1.0
CA,236220,60,13,1.0,0,13,0,2,N,N,13500.0,23,2,2,9.510519035757246,0.85,5,0.0,1.0,0.0,0.0,1.0
WI,332420,84,1,1.0,1,1,0,1,Y,N,100000.0,33,4,4,11.51293546492023,0.5,7,1.0,1.0,0.0,0.0,1.0
MS,112310,36,1,1.0,0,1,0,2,N,N,13300.0,11,3,5,9.495594499353297,0.85,3,0.0,1.0,0.0,0.0,1.0
NY,484110,84,1,1.0,1,1,0,1,N,N,25400.0,48,1,1,10.142543822310387,0.5,7,1.0,1.0,0.0,0.0,1.0
MN,334519,12,30,1.0,2,30,0,1,Y,N,2500000.0,33,4,4,14.731801689838349,0.9,1,1.0,1.0,0.0,0.0,1.0
UT,541330,84,5,1.0,3,2,0,1,T,N,45000.0,54,2,4,10.714439990727769,0.5,7,1.0,1.0,0.0,0.0,1.0
FL,424720,84,5,1.0,2,7,0,1,Y,N,60000.0,42,1,3,11.002116507732017,0.5,7,1.0,1.0,0.0,0.0,1.0
LA,484110,84,1,1.0,0,0,0,1,Y,N,10000.0,48,2,1,9.210440366976517,0.5,7,0.0,0.0,0.0,0.0,1.0
CO,238220,84,80,1.0,10,90,0,1,Y,N,500000.0,23,2,2,13.122365377402328,0.5,7,1.0,1.0,0.0,0.0,1.0
RI,447110,84,6,1.0,0,6,0,2,Y,N,100000.0,44,5,2,11.51293546492023,0.5,7,0.0,1.0,0.0,0.0,1.0
OK,424330,12,6,1.0,0,6,0,1,N,N,100000.0,42,3,3,11.51293546492023,0.5,1,0.0,1.0,0.0,0.0,1.0
